date,close,ma10,ma30,ma60,bull_alignment,bear_alignment_supplement,signal_score,signal_text,effective_date
2016-03-07,3567.64,3490.482,3499.6353333333336,3850.5938333333334,False,True,0,未触发多头排列,2016-03-08
2016-03-08,3572.05,3486.5699999999997,3493.9226666666664,3837.2431666666666,False,True,0,未触发多头排列,2016-03-09
2016-03-09,3516.62,3474.7400000000002,3488.0420000000004,3824.4335,False,True,0,未触发多头排列,2016-03-10
2016-03-10,3451.53,3480.65,3484.0226666666667,3810.447333333333,False,True,0,未触发多头排列,2016-03-11
2016-03-11,3453.46,3483.9440000000004,3478.6356666666666,3796.740333333333,False,False,0,未触发多头排列,2016-03-14
2016-03-14,3524.52,3505.4199999999996,3474.837,3784.597166666667,False,False,0,未触发多头排列,2016-03-15
2016-03-15,3523.0,3520.193,3478.8103333333333,3770.572333333333,False,False,0,未触发多头排列,2016-03-16
2016-03-16,3521.9,3520.0029999999997,3483.4683333333332,3756.5916666666667,False,False,0,未触发多头排列,2016-03-17
2016-03-17,3582.38,3524.857,3493.672,3743.649166666667,False,False,0,未触发多头排列,2016-03-18
2016-03-18,3657.57,3537.067,3502.6873333333338,3730.444166666667,False,False,0,未触发多头排列,2016-03-21
2016-03-21,3747.77,3555.0800000000004,3516.353,3718.6279999999997,False,False,0,未触发多头排列,2016-03-22
2016-03-22,3724.11,3570.286,3526.476,3704.813333333333,False,False,0,未触发多头排列,2016-03-23
2016-03-23,3740.26,3592.65,3537.346,3690.9194999999995,False,False,0,未触发多头排列,2016-03-24
2016-03-24,3677.93,3615.29,3544.493,3676.374666666666,False,False,0,未触发多头排列,2016-03-25
2016-03-25,3701.47,3640.0909999999994,3553.3366666666666,3662.7875,False,False,0,未触发多头排列,2016-03-28
2016-03-28,3671.39,3654.778,3561.6226666666666,3648.463166666667,False,False,0,未触发多头排列,2016-03-29
2016-03-29,3622.7,3664.7480000000005,3564.43,3635.3971666666666,False,False,0,未触发多头排列,2016-03-30
2016-03-30,3727.26,3685.2840000000006,3569.596666666667,3623.3956666666663,False,False,0,未触发多头排列,2016-03-31
2016-03-31,3731.99,3700.2450000000003,3575.2686666666664,3611.230833333333,False,False,0,未触发多头排列,2016-04-01
2016-04-01,3729.58,3707.446,3580.786333333333,3599.8575,False,False,0,未触发多头排列,2016-04-05
2016-04-05,3793.22,3711.9909999999995,3585.851,3595.001166666667,False,False,0,未触发多头排列,2016-04-06
2016-04-06,3794.02,3718.982,3591.9460000000004,3590.302,True,False,1,看多：10/30/60日均线多头排列,2016-04-07
2016-04-07,3737.69,3718.725,3595.371666666667,3583.3096666666665,True,False,1,看多：10/30/60日均线多头排列,2016-04-08
2016-04-08,3707.68,3721.7,3605.8799999999997,3580.9559999999997,True,False,1,看多：10/30/60日均线多头排列,2016-04-11
2016-04-11,3768.1,3728.3630000000003,3617.466,3578.3708333333334,True,False,1,看多：10/30/60日均线多头排列,2016-04-12
2016-04-12,3749.42,3736.166,3632.1213333333335,3579.092166666667,True,False,1,看多：10/30/60日均线多头排列,2016-04-13
2016-04-13,3800.86,3753.982,3646.3076666666666,3580.3289999999997,True,False,1,看多：10/30/60日均线多头排列,2016-04-14
2016-04-14,3822.92,3763.548,3656.2783333333336,3583.3796666666667,True,False,1,看多：10/30/60日均线多头排列,2016-04-15
2016-04-15,3816.84,3772.0330000000004,3665.7116666666666,3584.837666666667,True,False,1,看多：10/30/60日均线多头排列,2016-04-18
2016-04-18,3762.67,3775.3419999999996,3673.2849999999994,3587.4819999999995,True,False,1,看多：10/30/60日均线多头排列,2016-04-19
2016-04-19,3775.54,3773.5740000000005,3680.2149999999997,3589.925166666667,True,False,1,看多：10/30/60日均线多头排列,2016-04-20
2016-04-20,3677.98,3761.97,3683.746,3588.8343333333332,True,False,1,看多：10/30/60日均线多头排列,2016-04-21
2016-04-21,3652.09,3753.41,3688.2616666666663,3588.151833333334,True,False,1,看多：10/30/60日均线多头排列,2016-04-22
2016-04-22,3671.02,3749.7439999999997,3695.578,3589.800333333333,True,False,1,看多：10/30/60日均线多头排列,2016-04-25
2016-04-25,3654.57,3738.3909999999996,3702.281666666667,3590.4586666666664,True,False,1,看多：10/30/60日均线多头排列,2016-04-26
2016-04-26,3680.78,3731.5270000000005,3707.4903333333336,3591.163666666667,True,False,1,看多：10/30/60日均线多头排列,2016-04-27
2016-04-27,3664.58,3717.899,3712.209666666667,3595.51,True,False,1,看多：10/30/60日均线多头排列,2016-04-28
2016-04-28,3655.54,3701.161,3716.664333333333,3600.066333333333,False,False,0,未触发多头排列,2016-04-29
2016-04-29,3651.55,3684.632,3718.9700000000003,3606.3210000000004,False,False,0,未触发多头排列,2016-05-03
2016-05-03,3730.34,3681.399,3721.3956666666663,3612.0415000000003,False,False,0,未触发多头排列,2016-05-04
2016-05-04,3727.4,3676.585,3720.716666666667,3618.534833333333,False,False,0,未触发多头排列,2016-05-05
2016-05-05,3737.08,3682.4950000000003,3721.149,3623.8125,False,False,0,未触发多头排列,2016-05-06
2016-05-06,3625.6,3679.846,3717.3269999999998,3627.3365,False,False,0,未触发多头排列,2016-05-09
2016-05-09,3533.93,3666.137,3712.527,3628.5099999999998,False,False,0,未触发多头排列,2016-05-10
2016-05-10,3535.96,3654.2760000000003,3707.01,3630.173333333333,False,False,0,未触发多头排列,2016-05-11
2016-05-11,3544.48,3640.6459999999997,3702.779666666667,3632.2011666666663,False,False,0,未触发多头排列,2016-05-12
2016-05-12,3551.05,3629.293,3700.3913333333335,3632.410666666667,False,False,0,未触发多头排列,2016-05-13
2016-05-13,3536.41,3617.38,3694.029666666667,3631.813166666667,False,False,0,未触发多头排列,2016-05-16
2016-05-16,3570.5,3609.275,3688.646666666667,3631.957666666667,False,False,0,未触发多头排列,2016-05-17
2016-05-17,3558.95,3592.136,3682.9590000000003,3631.8726666666666,False,False,0,未触发多头排列,2016-05-18
2016-05-18,3516.06,3571.0019999999995,3673.720333333333,3629.785666666666,False,False,0,未触发多头排列,2016-05-19
2016-05-19,3517.79,3549.0729999999994,3664.512666666667,3628.2293333333337,False,False,0,未触发多头排列,2016-05-20
2016-05-20,3542.39,3540.7519999999995,3658.0026666666668,3626.687166666667,False,False,0,未触发多头排列,2016-05-23
2016-05-23,3563.31,3543.69,3653.1903333333335,3629.535166666667,False,False,0,未触发多头排列,2016-05-24
2016-05-24,3532.15,3543.3089999999997,3645.325333333333,3631.3956666666663,False,False,0,未触发多头排列,2016-05-25
2016-05-25,3523.65,3541.226,3637.799666666667,3634.9605,False,False,0,未触发多头排列,2016-05-26
2016-05-26,3532.9,3539.411,3628.8676666666665,3637.5876666666663,False,True,0,未触发多头排列,2016-05-27
2016-05-27,3530.65,3538.835,3619.125333333333,3637.701833333333,False,True,0,未触发多头排列,2016-05-30
2016-05-30,3529.12,3534.697,3609.534666666667,3637.6231666666667,False,True,0,未触发多头排列,2016-05-31
2016-05-31,3655.33,3544.335,3605.956666666667,3639.6208333333334,False,True,0,未触发多头排列,2016-06-01
2016-06-01,3652.59,3557.988,3601.858333333333,3641.0366666666664,False,True,0,未触发多头排列,2016-06-02
2016-06-02,3665.06,3572.715,3601.427666666667,3642.5868333333333,False,True,0,未触发多头排列,2016-06-03
2016-06-03,3686.63,3587.139,3602.579,3645.4203333333335,False,True,0,未触发多头排列,2016-06-06
2016-06-06,3681.37,3598.9450000000006,3602.924,3649.2509999999997,False,True,0,未触发多头排列,2016-06-07
2016-06-07,3678.79,3613.6089999999995,3603.7313333333336,3653.0065000000004,False,False,0,未触发多头排列,2016-06-08
2016-06-08,3664.26,3627.6699999999996,3603.1806666666666,3655.3355,False,False,0,未触发多头排列,2016-06-13
2016-06-13,3534.51,3627.8309999999997,3598.845,3655.527333333333,False,False,0,未触发多头排列,2016-06-14
2016-06-14,3545.3,3629.296,3595.1703333333335,3655.9173333333333,False,False,0,未触发多头排列,2016-06-15
2016-06-15,3612.69,3637.653,3593.875,3656.4225,False,False,0,未触发多头排列,2016-06-16
2016-06-16,3591.03,3631.2229999999995,3589.2313333333336,3655.3134999999997,False,False,0,未触发多头排列,2016-06-17
2016-06-17,3609.89,3626.953,3585.3143333333333,3653.0155,False,False,0,未触发多头排列,2016-06-20
2016-06-20,3615.65,3622.012,3581.266666666667,3651.2078333333334,False,False,0,未触发多头排列,2016-06-21
2016-06-21,3597.97,3613.1459999999997,3580.3456666666666,3648.836333333333,False,False,0,未触发多头排列,2016-06-22
2016-06-22,3637.17,3608.726,3583.787,3648.157,False,False,0,未触发多头排列,2016-06-23
2016-06-23,3618.07,3602.654,3586.524,3646.7670000000003,False,False,0,未触发多头排列,2016-06-24
2016-06-24,3571.91,3593.4190000000003,3587.4383333333335,3645.109,False,False,0,未触发多头排列,2016-06-27
2016-06-27,3632.72,3603.2400000000002,3590.160666666667,3645.2760000000003,False,False,0,未触发多头排列,2016-06-28
2016-06-28,3657.11,3614.421,3594.184,3644.1068333333333,False,False,0,未触发多头排列,2016-06-29
2016-06-29,3671.58,3620.31,3597.5533333333337,3643.1,False,False,0,未触发多头排列,2016-06-30
2016-06-30,3674.23,3628.63,3601.396,3642.1775,False,False,0,未触发多头排列,2016-07-01
2016-07-01,3672.28,3634.869,3606.6033333333335,3640.161833333333,False,False,0,未触发多头排列,2016-07-04
2016-07-04,3735.17,3646.821,3613.849333333333,3639.181,False,False,0,未触发多头排列,2016-07-05
2016-07-05,3744.21,3661.4449999999997,3620.576666666667,3639.2896666666666,False,False,0,未触发多头排列,2016-07-06
2016-07-06,3756.93,3673.421,3627.0306666666665,3640.1105000000002,False,False,0,未触发多头排列,2016-07-07
2016-07-07,3755.46,3687.16,3634.4743333333336,3639.899833333334,False,False,0,未触发多头排列,2016-07-08
2016-07-08,3737.48,3703.7170000000006,3641.602,3639.7008333333333,True,False,1,看多：10/30/60日均线多头排列,2016-07-11
2016-07-11,3748.75,3715.3200000000006,3648.797,3638.8323333333333,True,False,1,看多：10/30/60日均线多头排列,2016-07-12
2016-07-12,3820.48,3731.657,3658.458,3638.7916666666665,True,False,1,看多：10/30/60日均线多头排列,2016-07-13
2016-07-13,3837.7,3748.2690000000002,3668.7439999999997,3639.139333333333,True,False,1,看多：10/30/60日均线多头排列,2016-07-14
2016-07-14,3834.39,3764.285,3674.7126666666663,3640.334666666667,True,False,1,看多：10/30/60日均线多头排列,2016-07-15
2016-07-15,3831.35,3780.192,3680.671333333333,3641.2648333333336,True,False,1,看多：10/30/60日均线多头排列,2016-07-18
2016-07-18,3814.51,3788.126,3685.653,3643.540333333333,True,False,1,看多：10/30/60日均线多头排列,2016-07-19
2016-07-19,3806.94,3794.399,3689.663333333333,3646.1211666666663,True,False,1,看多：10/30/60日均线多头排列,2016-07-20
2016-07-20,3795.76,3798.282,3693.4763333333335,3648.200166666667,True,False,1,看多：10/30/60日均线多头排列,2016-07-21
2016-07-21,3812.38,3803.9740000000006,3697.929333333333,3650.8303333333333,True,False,1,看多：10/30/60日均线多头排列,2016-07-22
2016-07-22,3780.75,3808.3009999999995,3701.8123333333333,3652.4965,True,False,1,看多：10/30/60日均线多头排列,2016-07-25
2016-07-25,3788.65,3812.2909999999997,3710.283666666667,3654.5643333333333,True,False,1,看多：10/30/60日均线多头排列,2016-07-26
2016-07-26,3835.66,3813.809,3719.9623333333334,3657.5663333333337,True,False,1,看多：10/30/60日均线多头排列,2016-07-27
2016-07-27,3745.69,3804.608,3724.3956666666663,3659.135333333333,True,False,1,看多：10/30/60日均线多头排列,2016-07-28
2016-07-28,3750.58,3796.227,3729.714,3659.4726666666666,True,False,1,看多：10/30/60日均线多头排列,2016-07-29
2016-07-29,3729.26,3786.018,3733.693,3659.5036666666665,True,False,1,看多：10/30/60日均线多头排列,2016-08-01
2016-08-01,3690.21,3773.5879999999997,3736.1783333333337,3658.7225000000003,True,False,1,看多：10/30/60日均线多头排列,2016-08-02
2016-08-02,3710.93,3763.987,3739.943666666667,3660.144666666667,True,False,1,看多：10/30/60日均线多头排列,2016-08-03
2016-08-03,3719.99,3756.41,3742.7043333333336,3663.245666666667,True,False,1,看多：10/30/60日均线多头排列,2016-08-04
2016-08-04,3733.56,3748.5280000000007,3746.5539999999996,3666.5389999999998,True,False,1,看多：10/30/60日均线多头排列,2016-08-05
2016-08-05,3730.29,3743.481999999999,3751.8333333333335,3669.6358333333337,False,False,0,未触发多头排列,2016-08-08
2016-08-08,3769.81,3741.5980000000004,3756.403,3673.2818333333335,False,False,0,未触发多头排列,2016-08-09
2016-08-09,3797.56,3737.7879999999996,3761.0846666666666,3677.6343333333334,False,False,0,未触发多头排列,2016-08-10
2016-08-10,3782.25,3741.4440000000004,3764.7736666666665,3681.1635,False,False,0,未触发多头排列,2016-08-11
2016-08-11,3757.41,3742.1270000000004,3767.546333333333,3684.471166666667,False,False,0,未触发多头排列,2016-08-12
2016-08-12,3820.05,3751.2059999999997,3772.472,3689.5376666666666,False,False,0,未触发多头排列,2016-08-15
2016-08-15,3926.65,3774.85,3778.8546666666666,3696.352,False,False,0,未触发多头排列,2016-08-16
2016-08-16,3919.14,3795.671,3784.6856666666663,3702.6311666666666,True,False,1,看多：10/30/60日均线多头排列,2016-08-17
2016-08-17,3918.47,3815.5190000000002,3790.0703333333336,3708.5505,True,False,1,看多：10/30/60日均线多头排列,2016-08-18
2016-08-18,3911.9,3833.353,3795.2849999999994,3714.8796666666667,True,False,1,看多：10/30/60日均线多头排列,2016-08-19
2016-08-19,3914.0,3851.7240000000006,3801.169,3721.3855,True,False,1,看多：10/30/60日均线多头排列,2016-08-22
2016-08-22,3876.67,3862.41,3805.4329999999995,3727.1150000000002,True,False,1,看多：10/30/60日均线多头排列,2016-08-23
2016-08-23,3882.28,3870.882,3807.4930000000004,3732.9755000000005,True,False,1,看多：10/30/60日均线多头排列,2016-08-24
2016-08-24,3873.73,3880.03,3808.6940000000004,3738.7189999999996,True,False,1,看多：10/30/60日均线多头排列,2016-08-25
2016-08-25,3847.22,3889.011,3809.121666666667,3741.9171666666666,True,False,1,看多：10/30/60日均线多头排列,2016-08-26
2016-08-26,3850.82,3892.0880000000006,3809.7706666666663,3745.221,True,False,1,看多：10/30/60日均线多头排列,2016-08-29
2016-08-29,3854.44,3884.8669999999997,3811.101666666667,3748.3773333333334,True,False,1,看多：10/30/60日均线多头排列,2016-08-30
2016-08-30,3857.53,3878.7059999999997,3812.788,3751.2256666666667,True,False,1,看多：10/30/60日均线多头排列,2016-08-31
2016-08-31,3871.89,3874.0480000000002,3815.325666666666,3754.401,True,False,1,看多：10/30/60日均线多头排列,2016-09-01
2016-09-01,3841.02,3866.96,3816.2803333333336,3757.1048333333333,True,False,1,看多：10/30/60日均线多头排列,2016-09-02
2016-09-02,3846.72,3860.232,3818.4793333333337,3760.1458333333335,True,False,1,看多：10/30/60日均线多头排列,2016-09-05
2016-09-05,3857.58,3858.3230000000003,3820.777,3765.5303333333336,True,False,1,看多：10/30/60日均线多头排列,2016-09-06
2016-09-06,3894.63,3859.558,3822.7426666666665,3771.3525,True,False,1,看多：10/30/60日均线多头排列,2016-09-07
2016-09-07,3893.41,3861.5259999999994,3827.6666666666665,3776.0311666666666,True,False,1,看多：10/30/60日均线多头排列,2016-09-08
2016-09-08,3896.7,3866.4739999999997,3832.537333333333,3781.1256666666663,True,False,1,看多：10/30/60日均线多头排列,2016-09-09
2016-09-09,3870.69,3868.4610000000002,3837.251666666666,3785.472333333333,True,False,1,看多：10/30/60日均线多头排列,2016-09-12
2016-09-12,3793.03,3862.3200000000006,3840.6789999999996,3788.4286666666667,True,False,1,看多：10/30/60日均线多头排列,2016-09-13
2016-09-13,3796.36,3856.203,3843.526666666666,3791.735166666667,True,False,1,看多：10/30/60日均线多头排列,2016-09-14
2016-09-14,3771.21,3846.1349999999998,3845.234,3793.9691666666668,True,False,1,看多：10/30/60日均线多头排列,2016-09-19
2016-09-19,3803.02,3842.335,3847.549333333334,3797.0516666666667,False,False,0,未触发多头排列,2016-09-20
2016-09-20,3797.99,3837.4619999999995,3849.8059999999996,3800.8196666666668,False,False,0,未触发多头排列,2016-09-21
2016-09-21,3805.79,3832.2829999999994,3851.0053333333335,3803.704166666667,False,False,0,未触发多头排列,2016-09-22
2016-09-22,3833.29,3826.149,3852.1963333333333,3806.6405,False,False,0,未触发多头排列,2016-09-23
2016-09-23,3818.01,3818.6090000000004,3853.3883333333333,3809.0809999999997,False,False,0,未触发多头排列,2016-09-26
2016-09-26,3749.57,3803.8959999999997,3853.127,3810.336666666667,False,False,0,未触发多头排列,2016-09-27
2016-09-27,3774.44,3794.2710000000006,3851.6066666666666,3812.0393333333336,False,False,0,未触发多头排列,2016-09-28
2016-09-28,3765.42,3791.5099999999998,3846.2323333333334,3812.5434999999998,False,False,0,未触发多头排列,2016-09-29
2016-09-29,3779.55,3789.829,3841.5793333333336,3813.1325,False,False,0,未触发多头排列,2016-09-30
2016-09-30,3792.11,3791.9190000000003,3837.3673333333336,3813.7188333333334,False,False,0,未触发多头排列,2016-10-10
2016-10-10,3846.82,3796.2990000000004,3835.198,3815.2414999999996,False,False,0,未触发多头排列,2016-10-11
2016-10-11,3864.17,3802.9170000000004,3833.537,3817.353,False,False,0,未触发多头排列,2016-10-12
2016-10-12,3858.19,3808.1570000000006,3832.9210000000003,3819.177,False,False,0,未触发多头排列,2016-10-13
2016-10-13,3860.71,3810.8990000000003,3832.2019999999998,3819.8475000000003,False,False,0,未触发多头排列,2016-10-14
2016-10-14,3860.51,3815.149,3831.7613333333334,3820.2276666666667,False,False,0,未触发多头排列,2016-10-17
2016-10-17,3827.56,3822.9480000000003,3831.1059999999998,3820.1138333333333,False,False,0,未触发多头排列,2016-10-18
2016-10-18,3880.32,3833.536,3832.089333333334,3820.93,True,False,1,看多：10/30/60日均线多头排列,2016-10-19
2016-10-19,3873.64,3844.358,3832.7293333333337,3821.9155000000005,True,False,1,看多：10/30/60日均线多头排列,2016-10-20
2016-10-20,3876.1,3854.013,3833.348333333334,3823.068166666667,True,False,1,看多：10/30/60日均线多头排列,2016-10-21
2016-10-21,3879.33,3862.7350000000006,3833.5963333333334,3824.4610000000002,True,False,1,看多：10/30/60日均线多头排列,2016-10-24
2016-10-24,3923.34,3870.3869999999997,3836.3403333333335,3826.3103333333333,True,False,1,看多：10/30/60日均线多头排列,2016-10-25
2016-10-25,3927.59,3876.7290000000003,3839.036,3828.7576666666664,True,False,1,看多：10/30/60日均线多头排列,2016-10-26
2016-10-26,3911.32,3882.0420000000004,3840.827333333333,3830.802166666667,True,False,1,看多：10/30/60日均线多头排列,2016-10-27
2016-10-27,3901.56,3886.1269999999995,3841.058333333334,3831.9005,True,False,1,看多：10/30/60日均线多头排列,2016-10-28
2016-10-28,3885.83,3888.6590000000006,3840.8056666666666,3834.2361666666666,True,False,1,看多：10/30/60日均线多头排列,2016-10-31
2016-10-31,3882.04,3894.107,3840.3170000000005,3836.427166666667,True,False,1,看多：10/30/60日均线多头排列,2016-11-01
2016-11-01,3910.68,3897.143,3841.65,3839.4508333333333,True,False,1,看多：10/30/60日均线多头排列,2016-11-02
2016-11-02,3880.21,3897.8,3844.556,3842.6175000000003,True,False,1,看多：10/30/60日均线多头排列,2016-11-03
2016-11-03,3911.15,3901.3050000000003,3848.3823333333335,3845.9545,True,False,1,看多：10/30/60日均线多头排列,2016-11-04
2016-11-04,3898.45,3903.2169999999996,3852.6236666666664,3848.928833333333,True,False,1,看多：10/30/60日均线多头排列,2016-11-07
2016-11-07,3901.54,3901.0370000000003,3855.9076666666665,3851.7284999999997,True,False,1,看多：10/30/60日均线多头排列,2016-11-08
2016-11-08,3919.59,3900.2369999999996,3859.9610000000002,3854.8834999999995,True,False,1,看多：10/30/60日均线多头排列,2016-11-09
2016-11-09,3895.89,3898.6939999999995,3862.964333333333,3856.9848333333334,True,False,1,看多：10/30/60日均线多头排列,2016-11-10
2016-11-10,3941.56,3902.6940000000004,3866.5733333333333,3859.384833333333,True,False,1,看多：10/30/60日均线多头排列,2016-11-11
2016-11-11,3971.69,3911.2799999999997,3871.6960000000004,3862.5421666666666,True,False,1,看多：10/30/60日均线多头排列,2016-11-14
2016-11-14,3987.93,3921.8689999999997,3879.6413333333335,3866.3841666666663,True,False,1,看多：10/30/60日均线多头排列,2016-11-15
2016-11-15,3992.27,3930.028,3886.902333333333,3869.2545,True,False,1,看多：10/30/60日均线多头排列,2016-11-16
2016-11-16,3992.72,3941.279,3894.479,3870.355666666667,True,False,1,看多：10/30/60日均线多头排列,2016-11-17
2016-11-17,3996.94,3949.8579999999993,3901.7253333333333,3871.652333333333,True,False,1,看多：10/30/60日均线多头排列,2016-11-18
2016-11-18,3975.25,3957.5379999999996,3907.83,3872.5986666666663,True,False,1,看多：10/30/60日均线多头排列,2016-11-21
2016-11-21,3996.11,3966.995,3912.8063333333334,3874.0021666666667,True,False,1,看多：10/30/60日均线多头排列,2016-11-22
2016-11-22,4027.27,3977.7630000000004,3918.2430000000004,3875.89,True,False,1,看多：10/30/60日均线多头排列,2016-11-23
2016-11-23,4026.94,3990.868,3923.8680000000004,3878.3945,True,False,1,看多：10/30/60日均线多头排列,2016-11-24
2016-11-24,4036.82,4000.3939999999993,3929.7383333333332,3880.9701666666665,True,False,1,看多：10/30/60日均线多头排列,2016-11-25
2016-11-25,4068.65,4010.09,3936.676333333334,3884.2188333333334,True,False,1,看多：10/30/60日均线多头排列,2016-11-28
2016-11-28,4083.1,4019.607,3945.1943333333334,3888.150166666667,True,False,1,看多：10/30/60日均线多头排列,2016-11-29
2016-11-29,4097.46,4030.1259999999993,3952.432333333333,3892.2608333333333,True,False,1,看多：10/30/60日均线多头排列,2016-11-30
2016-11-30,4069.92,4037.846,3958.975,3895.8521666666666,True,False,1,看多：10/30/60日均线多头排列,2016-12-01
2016-12-01,4098.94,4048.046,3966.403,3899.875666666667,True,False,1,看多：10/30/60日均线多头排列,2016-12-02
2016-12-02,4050.8,4055.601,3972.1186666666667,3902.8575,True,False,1,看多：10/30/60日均线多头排列,2016-12-05
2016-12-05,3996.15,4055.6050000000005,3974.5456666666664,3905.4429999999998,True,False,1,看多：10/30/60日均线多头排列,2016-12-06
2016-12-06,3988.73,4051.7509999999993,3976.5836666666664,3907.8098333333332,True,False,1,看多：10/30/60日均线多头排列,2016-12-07
2016-12-07,4014.44,4050.501,3980.021,3910.4241666666667,True,False,1,看多：10/30/60日均线多头排列,2016-12-08
2016-12-08,4004.31,4047.25,3983.4459999999995,3912.2521666666667,True,False,1,看多：10/30/60日均线多头排列,2016-12-09
2016-12-09,4020.93,4042.478,3987.9493333333335,3914.3775,True,False,1,看多：10/30/60日均线多头排列,2016-12-12
2016-12-12,3904.01,4024.5690000000004,3988.6816666666664,3914.4993333333337,True,False,1,看多：10/30/60日均线多头排列,2016-12-13
2016-12-13,3905.99,4005.4219999999996,3988.5253333333335,3915.087666666667,True,False,1,看多：10/30/60日均线多头排列,2016-12-14
2016-12-14,3877.79,3986.209,3988.4446666666668,3916.500333333334,False,False,0,未触发多头排列,2016-12-15
2016-12-15,3854.11,3961.726,3986.5433333333335,3917.462833333333,False,False,0,未触发多头排列,2016-12-16
2016-12-16,3865.62,3943.208,3985.449,3919.036333333333,False,False,0,未触发多头排列,2016-12-19
2016-12-19,3852.23,3928.816,3983.8053333333332,3919.8565,False,False,0,未触发多头排列,2016-12-20
2016-12-20,3832.42,3913.1850000000004,3980.8996666666667,3920.4303333333332,False,False,0,未触发多头排列,2016-12-21
2016-12-21,3864.88,3898.2290000000003,3979.866,3921.415166666666,False,False,0,未触发多头排列,2016-12-22
2016-12-22,3861.5,3883.9480000000003,3977.197333333333,3921.885333333333,False,False,0,未触发多头排列,2016-12-23
2016-12-23,3827.82,3864.637,3972.4016666666666,3922.0488333333333,False,False,0,未触发多头排列,2016-12-26
2016-12-26,3842.14,3858.45,3967.542,3923.5916666666667,False,False,0,未触发多头排列,2016-12-27
2016-12-27,3836.19,3851.4700000000003,3962.339333333334,3924.6208333333334,False,False,0,未触发多头排列,2016-12-28
2016-12-28,3821.05,3845.796,3956.617,3925.5480000000002,False,False,0,未触发多头排列,2016-12-29
2016-12-29,3814.48,3841.833,3950.5350000000003,3926.130166666667,False,False,0,未触发多头排列,2016-12-30
2016-12-30,3826.47,3837.918,3945.5756666666666,3926.7028333333337,False,False,0,未触发多头排列,2017-01-03
2017-01-03,3862.95,3838.9900000000002,3941.137,3926.9716666666664,False,False,0,未触发多头排列,2017-01-04
2017-01-04,3897.6,3845.5079999999994,3936.8146666666667,3927.5288333333333,False,False,0,未触发多头排列,2017-01-05
2017-01-05,3898.02,3848.822,3932.5173333333328,3928.192666666667,False,False,0,未触发多头排列,2017-01-06
2017-01-06,3876.67,3850.339,3927.1789999999996,3928.4586666666664,False,True,0,未触发多头排列,2017-01-09
2017-01-09,3897.83,3857.34,3921.4849999999997,3929.0806666666667,False,True,0,未触发多头排列,2017-01-10
2017-01-10,3889.34,3862.06,3915.0263333333337,3930.1103333333335,False,True,0,未触发多头排列,2017-01-11
2017-01-11,3858.75,3864.316,3907.0693333333334,3929.7508333333335,False,True,0,未触发多头排列,2017-01-12
2017-01-12,3834.27,3865.6380000000004,3899.214333333333,3929.0946666666664,False,True,0,未触发多头排列,2017-01-13
2017-01-13,3821.81,3866.371,3889.9766666666665,3928.1898333333334,False,True,0,未触发多头排列,2017-01-16
2017-01-16,3791.52,3862.8759999999993,3881.3340000000003,3926.726333333333,False,True,0,未触发多头排列,2017-01-17
2017-01-17,3806.42,3857.2230000000004,3875.0096666666664,3924.777666666667,False,True,0,未触发多头排列,2017-01-18
2017-01-18,3814.48,3848.911,3869.2013333333334,3922.8925000000004,False,True,0,未触发多头排列,2017-01-19
2017-01-19,3801.76,3839.285,3862.112,3921.0665,False,True,0,未触发多头排列,2017-01-20
2017-01-20,3836.82,3835.3,3856.5290000000005,3919.9875,False,True,0,未触发多头排列,2017-01-23
2017-01-23,3853.45,3830.8619999999996,3850.9463333333333,3919.4478333333336,False,True,0,未触发多头排列,2017-01-24
2017-01-24,3852.49,3827.1770000000006,3849.229,3918.9553333333333,False,True,0,未触发多头排列,2017-01-25
2017-01-25,3864.38,3827.7400000000002,3847.8419999999996,3918.183666666667,False,True,0,未触发多头排列,2017-01-26
2017-01-26,3882.22,3832.535,3847.989666666667,3918.217166666667,False,True,0,未触发多头排列,2017-02-03
2017-02-03,3860.18,3836.3720000000003,3848.192,3917.3676666666665,False,True,0,未触发多头排列,2017-02-06
2017-02-06,3876.78,3844.898,3848.5640000000003,3917.0065,False,True,0,未触发多头排列,2017-02-07
2017-02-07,3870.09,3851.2649999999994,3849.1593333333335,3916.4823333333334,False,False,0,未触发多头排列,2017-02-08
2017-02-08,3890.87,3858.904,3851.1076666666663,3916.0036666666665,False,False,0,未触发多头排列,2017-02-09
2017-02-09,3908.64,3869.5919999999996,3852.5663333333337,3916.2161666666666,False,False,0,未触发多头排列,2017-02-10
2017-02-10,3923.65,3878.275,3854.6380000000004,3915.9176666666667,False,False,0,未触发多头排列,2017-02-13
2017-02-13,3948.05,3887.7350000000006,3858.6456666666663,3915.5236666666665,False,False,0,未触发多头排列,2017-02-14
2017-02-14,3948.63,3897.3489999999997,3862.1953333333336,3914.8686666666667,False,False,0,未触发多头排列,2017-02-15
2017-02-15,3925.66,3903.4770000000003,3865.177666666667,3913.7585000000004,False,False,0,未触发多头排列,2017-02-16
2017-02-16,3949.94,3910.249,3869.474,3913.0455,False,False,0,未触发多头排列,2017-02-17
2017-02-17,3924.61,3916.692,3873.145,3911.8400000000006,False,False,0,未触发多头排列,2017-02-20
2017-02-20,3979.31,3926.9449999999997,3878.239666666667,3911.907666666667,False,False,0,未触发多头排列,2017-02-21
2017-02-21,3997.6,3939.696000000001,3882.728,3911.9325,False,False,0,未触发多头排列,2017-02-22
