date,equity_position,fund_count,position_ma5,position_ma20,position_ma40,position_ma60,position_ma120,position_mean,position_std,overheat_line,oversold_line,position_change,signal
2015-11-27,20.17,2422,20.17,20.17,20.17,22.456500000000002,25.834083333333332,55.69054460093897,15.493570010837706,71.18411461177668,40.19697459010126,0.0,情绪过冷(低仓位)
2015-11-30,20.17,2422,20.17,20.17,20.17,22.322000000000003,25.722666666666665,55.67387611450023,15.509032385421982,71.1829084999222,40.16484372907825,0.0,情绪过冷(低仓位)
2015-12-01,20.17,2422,20.17,20.17,20.17,22.1875,25.61125,55.657223264540335,15.524446989272418,71.18167025381275,40.132776275267915,0.0,情绪过冷(低仓位)
2015-12-02,20.17,2422,20.17,20.17,20.17,22.053,25.499833333333335,55.64058602906704,15.539814035161685,71.18040006422872,40.100771993905354,0.0,情绪过冷(低仓位)
2015-12-03,20.17,2422,20.17,20.17,20.17,21.9185,25.388416666666668,55.62396438612933,15.55513373440485,71.17909812053418,40.06883065172448,0.0,情绪过冷(低仓位)
2015-12-04,20.17,2422,20.17,20.17,20.17,21.784,25.277,55.607358313817336,15.570406296873534,71.17776461069087,40.0369520169438,0.0,情绪过冷(低仓位)
2015-12-07,20.17,2422,20.17,20.17,20.17,21.6495,25.165583333333334,55.59076779026218,15.585631931009901,71.17639972127208,40.00513585925228,0.0,情绪过冷(低仓位)
2015-12-08,20.17,2422,20.17,20.17,20.17,21.515,25.054166666666667,55.57419279363594,15.600810843840458,71.1750036374764,39.97338194979548,0.0,情绪过冷(低仓位)
2015-12-09,20.17,2422,20.17,20.17,20.17,21.380499999999998,24.94275,55.557633302151544,15.61594324098969,71.17357654314124,39.94169006116185,0.0,情绪过冷(低仓位)
2015-12-10,20.17,2422,20.17,20.17,20.17,21.246,24.83133333333333,55.541089294062644,15.631029326693522,71.17211862075617,39.91005996736912,0.0,情绪过冷(低仓位)
2015-12-11,20.17,2422,20.17,20.17,20.17,21.1115,24.719916666666666,55.52456074766355,15.646069303812604,71.17063005147615,39.87849144385095,0.0,情绪过冷(低仓位)
2015-12-14,20.17,2422,20.17,20.17,20.17,20.976999999999997,24.6085,55.50804764128912,15.661063373845446,71.16911101513456,39.84698426744367,0.0,情绪过冷(低仓位)
2015-12-15,20.17,2422,20.17,20.17,20.17,20.842500000000005,24.54125,55.49154995331465,15.676011736941376,71.16756169025604,39.81553821637328,0.0,情绪过冷(低仓位)
2015-12-16,20.17,2422,20.17,20.17,20.17,20.708000000000006,24.473999999999997,55.47506766215585,15.690914591913334,71.16598225406918,39.78415307024252,0.0,情绪过冷(低仓位)
2015-12-17,20.17,2422,20.17,20.17,20.17,20.573500000000003,24.40675,55.45860074626866,15.705772136250523,71.16437288251919,39.752828610018135,0.0,情绪过冷(低仓位)
2015-12-18,20.17,2422,20.17,20.17,20.17,20.439000000000004,24.339499999999997,55.44214918414919,15.7205845661309,71.16273375028008,39.72156461801829,0.0,情绪过冷(低仓位)
2015-12-21,20.17,2422,20.17,20.17,20.17,20.304500000000004,24.27225,55.42571295433365,15.735352076433486,71.16106503076713,39.69036087790016,0.0,情绪过冷(低仓位)
2015-12-22,20.17,2422,20.17,20.17,20.17,20.17,24.205,55.40929203539823,15.750074860750576,71.15936689614881,39.65921717464765,0.0,情绪过冷(低仓位)
2015-12-23,20.17,2422,20.17,20.17,20.17,20.17,24.13775,55.39288640595903,15.764753111399745,71.15763951735877,39.62813329455929,0.0,情绪过冷(低仓位)
2015-12-24,20.17,2422,20.17,20.17,20.17,20.17,24.0705,55.37649604467194,15.779387019435749,71.15588306410768,39.59710902523619,0.0,情绪过冷(低仓位)
2015-12-25,20.17,2422,20.17,20.17,20.17,20.17,24.003249999999998,55.360120930232554,15.793976774662262,71.15409770489481,39.56614415557029,0.0,情绪过冷(低仓位)
2015-12-28,20.17,2422,20.17,20.17,20.17,20.17,23.936,55.3437610413761,15.808522565643466,71.15228360701957,39.53523847573263,0.0,情绪过冷(低仓位)
2015-12-29,20.17,2422,20.17,20.17,20.17,20.17,23.86875,55.32741635687733,15.823024579715515,71.15044093659284,39.504391777161814,0.0,情绪过冷(低仓位)
2015-12-30,20.17,2422,20.17,20.17,20.17,20.17,23.8015,55.3110868555504,15.83748300299785,71.14856985854826,39.47360385255255,0.0,情绪过冷(低仓位)
2015-12-31,21.68,2512,20.472,20.2455,20.20775,20.19516666666667,23.74683333333333,55.29547353760446,15.850377285315853,71.14585082292031,39.44509625228861,0.3019999999999996,情绪过冷(低仓位)
2016-01-01,21.68,2512,20.774,20.321,20.2455,20.220333333333333,23.69216666666667,55.2798747099768,15.863233775765814,71.14310848574262,39.41664093421099,0.6039999999999992,情绪过冷(低仓位)
2016-01-04,21.68,2512,21.076,20.3965,20.283250000000002,20.245500000000003,23.6375,55.26429035250464,15.876052625485011,71.14034297798965,39.38823772701963,0.9059999999999988,情绪过冷(低仓位)
2016-01-05,21.68,2512,21.378,20.472,20.321,20.27066666666667,23.582833333333333,55.24872044506259,15.888833984705258,71.13755442976785,39.35988646035733,1.2079999999999984,情绪过冷(低仓位)
2016-01-06,21.68,2512,21.68,20.547500000000003,20.35875,20.295833333333334,23.528166666666667,55.23316496756256,15.90157800276054,71.1347429703231,39.33158696480202,1.509999999999998,情绪过冷(低仓位)
2016-01-07,21.68,2512,21.68,20.623,20.396500000000003,20.321,23.4735,55.217623899953686,15.914284828094567,71.13190872804826,39.30333907185912,1.509999999999998,情绪过冷(低仓位)
2016-01-08,21.68,2512,21.68,20.698500000000003,20.43425,20.34616666666667,23.418833333333332,55.20209722222222,15.926954608268248,71.12905183049047,39.275142613953975,1.509999999999998,情绪过冷(低仓位)
2016-01-11,21.68,2512,21.68,20.774,20.472,20.371333333333332,23.36416666666667,55.18658491439149,15.939587489967064,71.12617240435856,39.24699742442442,1.509999999999998,情绪过冷(低仓位)
2016-01-12,21.68,2512,21.68,20.8495,20.50975,20.3965,23.3095,55.17108695652174,15.952183619008391,71.12327057553013,39.21890333751335,1.509999999999998,情绪过冷(低仓位)
2016-01-13,21.68,2512,21.68,20.925,20.547500000000003,20.42166666666667,23.254833333333334,55.15560332871012,15.964743140348716,71.12034646905883,39.190860188361405,1.509999999999998,情绪过冷(低仓位)
2016-01-14,21.68,2512,21.68,21.0005,20.585250000000002,20.446833333333338,23.200166666666668,55.14013401109057,15.977266198090792,71.11740020918137,39.16286781299978,1.509999999999998,情绪过冷(低仓位)
2016-01-15,21.68,2512,21.68,21.076,20.623,20.471999999999998,23.145500000000002,55.12467898383372,15.989752935490706,71.11443191932443,39.13492604834301,1.509999999999998,情绪过冷(低仓位)
2016-01-18,21.68,2512,21.68,21.151500000000002,20.66075,20.49716666666667,23.09083333333333,55.10923822714682,16.002203494964874,71.11144172211169,39.107034732181944,1.509999999999998,情绪过冷(低仓位)
2016-01-19,21.68,2512,21.68,21.227,20.6985,20.522333333333336,23.036166666666666,55.093811721273646,16.014618018096954,71.10842973937059,39.07919370317669,1.509999999999998,情绪过冷(低仓位)
2016-01-20,21.68,2512,21.68,21.302500000000002,20.736250000000002,20.5475,22.981499999999997,55.078399446494466,16.0269966456447,71.10539609213916,39.051402800849765,1.509999999999998,情绪过冷(低仓位)
2016-01-21,21.68,2512,21.68,21.377999999999997,20.774,20.57266666666667,22.926833333333335,55.063001383125865,16.039339517546725,71.10234090067259,39.02366186557914,1.509999999999998,情绪过冷(低仓位)
2016-01-22,21.68,2512,21.68,21.4535,20.81175,20.597833333333334,22.87216666666667,55.04761751152074,16.05164677292921,71.09926428444996,38.99597073859153,1.509999999999998,情绪过冷(低仓位)
2016-01-25,21.68,2512,21.68,21.529,20.8495,20.623,22.8175,55.03224781206817,16.063918550112515,71.09616636218068,38.96832926195566,1.509999999999998,情绪过冷(低仓位)
2016-01-26,21.68,2512,21.68,21.604499999999998,20.88725,20.64816666666667,22.762833333333337,55.01689226519337,16.076154986617745,71.09304725181111,38.940737278575625,1.509999999999998,情绪过冷(低仓位)
2016-01-27,21.68,2512,21.68,21.68,20.925,20.673333333333336,22.708166666666667,55.00155085135757,16.088356219173235,71.08990707053081,38.913194632184336,1.509999999999998,情绪过冷(低仓位)
2016-01-28,21.68,2512,21.68,21.68,20.96275,20.698500000000003,22.6535,54.98622355105796,16.100522383720975,71.08674593477893,38.88570116733699,1.2079999999999984,情绪过冷(低仓位)
2016-01-29,21.68,2512,21.68,21.68,21.0005,20.723666666666666,22.598833333333335,54.97091034482759,16.112653615422936,71.08356396025053,38.85825672940465,0.9059999999999988,情绪过冷(低仓位)
2016-02-01,21.68,2512,21.68,21.68,21.038249999999998,20.748833333333334,22.54416666666667,54.955611213235294,16.124750048667387,71.08036126190268,38.83086116456791,0.6039999999999992,情绪过冷(低仓位)
2016-02-02,21.68,2512,21.68,21.68,21.076,20.774,22.4895,54.94032613688562,16.13681181707508,71.0771379539607,38.803514319810546,0.3019999999999996,情绪过冷(低仓位)
2016-02-03,21.68,2512,21.68,21.68,21.11375,20.799166666666668,22.434833333333337,54.92505509641873,16.148839053505423,71.07389414992416,38.776216042913305,0.0,情绪过冷(低仓位)
2016-02-04,21.68,2512,21.68,21.68,21.151500000000002,20.824333333333335,22.380166666666664,54.90979807251033,16.160831890062553,71.07062996257288,38.748966182447774,0.0,情绪过冷(低仓位)
2016-02-05,21.68,2512,21.68,21.68,21.18925,20.8495,22.3255,54.89455504587156,16.17279045810137,71.06734550397293,38.721764587770195,0.0,情绪过冷(低仓位)
2016-02-08,21.68,2512,21.68,21.68,21.226999999999997,20.874666666666666,22.270833333333332,54.87932599724897,16.184714888233497,71.06404088548247,38.69461110901547,0.0,情绪过冷(低仓位)
2016-02-09,21.68,2512,21.68,21.68,21.26475,20.899833333333333,22.216166666666666,54.86411090742438,16.19660531033316,71.06071621775754,38.66750559709122,0.0,情绪过冷(低仓位)
2016-02-10,21.68,2512,21.68,21.68,21.302500000000002,20.925,22.1615,54.84890975721484,16.20846185354306,71.0573716107579,38.640447903671785,0.0,情绪过冷(低仓位)
2016-02-11,21.68,2512,21.68,21.68,21.34025,20.950166666666668,22.106833333333334,54.83372252747253,16.220284646280117,71.05400717375265,38.61343788119241,0.0,情绪过冷(低仓位)
2016-02-12,21.68,2512,21.68,21.68,21.378,20.975333333333335,22.052166666666665,54.818549199084664,16.2320738162412,71.05062301532587,38.58647538284346,0.0,情绪过冷(低仓位)
2016-02-15,21.68,2512,21.68,21.68,21.41575,21.0005,21.997500000000002,54.80338975297347,16.243829490408796,71.04721924338227,38.55956026256467,0.0,情绪过冷(低仓位)
2016-02-16,21.68,2512,21.68,21.68,21.4535,21.025666666666666,21.942833333333333,54.78824417009602,16.2555517950566,71.04379596515263,38.53269237503942,0.0,情绪过冷(低仓位)
2016-02-17,21.68,2512,21.68,21.68,21.49125,21.050833333333337,21.888166666666667,54.77311243144424,16.267240855755052,71.0403532871993,38.505871575689184,0.0,情绪过冷(低仓位)
2016-02-18,21.68,2512,21.68,21.68,21.529,21.076,21.8335,54.75799451804477,16.27889679737684,71.03689131542161,38.47909772066792,0.0,情绪过冷(低仓位)
2016-02-19,21.68,2512,21.68,21.68,21.56675,21.101166666666664,21.778833333333335,54.7428904109589,16.290519744102323,71.03341015506122,38.45237066685658,0.0,情绪过冷(低仓位)
2016-02-22,21.68,2512,21.68,21.68,21.6045,21.126333333333335,21.72416666666667,54.72780009128252,16.302109819424896,71.02990991070742,38.42569027185762,0.0,情绪过冷(低仓位)
2016-02-23,21.68,2512,21.68,21.68,21.642249999999997,21.151500000000002,21.669500000000003,54.71272354014598,16.31366714615633,71.0263906863023,38.39905639398965,0.0,情绪过冷(低仓位)
2016-02-24,21.68,2512,21.68,21.68,21.68,21.176666666666666,21.614833333333333,54.69766073871409,16.325191846432023,71.02285258514611,38.37246889228207,0.0,情绪过冷(低仓位)
2016-02-25,21.68,2512,21.68,21.68,21.68,21.201833333333333,21.560166666666667,54.682611668185956,16.336684041716232,71.0192957099022,38.345927626469724,0.0,情绪过冷(低仓位)
2016-02-26,21.68,2512,21.68,21.68,21.68,21.227,21.5055,54.66757630979499,16.348143852807212,71.01572016260221,38.31943245698778,0.0,情绪过冷(低仓位)
2016-02-29,21.68,2512,21.68,21.68,21.68,21.252166666666668,21.450833333333332,54.65255464480874,16.35957139984234,71.01212604465108,38.29298324496639,0.0,情绪过冷(低仓位)
2016-03-01,21.68,2512,21.68,21.68,21.68,21.27733333333333,21.39616666666667,54.637546654528904,16.370966802303176,71.00851345683208,38.26657985222573,0.0,情绪过冷(低仓位)
2016-03-02,21.68,2512,21.68,21.68,21.68,21.302500000000002,21.3415,54.62255232029117,16.38233017902046,71.00488249931163,38.240222141270706,0.0,情绪过冷(低仓位)
2016-03-03,21.68,2512,21.68,21.68,21.68,21.32766666666667,21.286833333333334,54.60757162346521,16.39366164817908,71.0012332716443,38.21390997528613,0.0,情绪过冷(低仓位)
2016-03-04,21.68,2512,21.68,21.68,21.68,21.35283333333333,21.232166666666668,54.59260454545454,16.404961327322972,70.99756587277751,38.18764321813157,0.0,情绪过冷(低仓位)
2016-03-07,21.68,2512,21.68,21.68,21.68,21.378,21.177500000000002,54.5776510676965,16.416229333359986,70.99388040105649,38.161421734336514,0.0,情绪过冷(低仓位)
2016-03-08,21.68,2512,21.68,21.68,21.68,21.403166666666667,21.122833333333332,54.56271117166212,16.4274657825667,70.99017695422882,38.135245389095424,0.0,情绪过冷(低仓位)
2016-03-09,21.68,2512,21.68,21.68,21.68,21.428333333333335,21.06816666666667,54.54778483885611,16.438670790593168,70.98645562944928,38.10911404826294,0.0,情绪过冷(低仓位)
2016-03-10,21.68,2512,21.68,21.68,21.68,21.453500000000002,21.0135,54.53287205081669,16.449844472467664,70.98271652328435,38.08302757834903,0.0,情绪过冷(低仓位)
2016-03-11,21.68,2512,21.68,21.68,21.68,21.478666666666665,20.958833333333338,54.517972789115646,16.460986942601327,70.97895973171697,38.05698584651432,0.0,情绪过冷(低仓位)
2016-03-14,21.68,2512,21.68,21.68,21.68,21.503833333333333,20.904166666666665,54.503087035358114,16.472098314792802,70.97518535015092,38.03098872056531,0.0,情绪过冷(低仓位)
2016-03-15,21.68,2512,21.68,21.68,21.68,21.528999999999996,20.8495,54.488214771182605,16.48317870223282,70.97139347341542,38.005036068949785,0.0,情绪过冷(低仓位)
2016-03-16,21.68,2512,21.68,21.68,21.68,21.554166666666667,20.862083333333334,54.47335597826087,16.49422821750872,70.96758419576959,37.97912776075215,0.0,情绪过冷(低仓位)
2016-03-17,21.68,2512,21.68,21.68,21.68,21.579333333333334,20.874666666666666,54.458510638297874,16.505246972608948,70.96375761090682,37.95326366568892,0.0,情绪过冷(低仓位)
2016-03-18,21.68,2512,21.68,21.68,21.68,21.604499999999998,20.887249999999998,54.443678733031675,16.51623507892751,70.95991381195918,37.92744365410417,0.0,情绪过冷(低仓位)
2016-03-21,21.68,2512,21.68,21.68,21.68,21.629666666666665,20.899833333333337,54.428860244233384,16.527192647268375,70.95605289150176,37.90166759696501,0.0,情绪过冷(低仓位)
2016-03-22,21.68,2512,21.68,21.68,21.68,21.654833333333332,20.91241666666667,54.414055153707054,16.538119787849812,70.95217494155686,37.875935365857245,0.0,情绪过冷(低仓位)
2016-03-23,21.68,2512,21.68,21.68,21.68,21.68,20.925,54.39926344328965,16.54901661030875,70.9482800535984,37.8502468329809,0.0,情绪过冷(低仓位)
2016-03-24,21.68,2512,21.68,21.68,21.68,21.68,20.937583333333336,54.38448509485095,16.559883223705032,70.94436831855599,37.824601871145916,0.0,情绪过冷(低仓位)
2016-03-25,21.68,2512,21.68,21.68,21.68,21.68,20.950166666666668,54.36972009029345,16.570719736525643,70.94043982681909,37.79900035376781,0.0,情绪过冷(低仓位)
2016-03-28,21.68,2512,21.68,21.68,21.68,21.68,20.962749999999996,54.35496841155235,16.581526256688928,70.93649466824128,37.77344215486342,0.0,情绪过冷(低仓位)
2016-03-29,21.68,2512,21.68,21.68,21.68,21.68,20.97533333333333,54.340230040595394,16.59230289154874,70.93253293214414,37.74792714904665,0.0,情绪过冷(低仓位)
2016-03-30,21.68,2512,21.68,21.68,21.68,21.68,20.987916666666667,54.3255049594229,16.60304974789855,70.92855470732145,37.72245521152435,0.0,情绪过冷(低仓位)
2016-03-31,19.4,2723,21.223999999999997,21.566,21.622999999999998,21.642,20.9815,54.3097656602073,16.615856288423572,70.92562194863086,37.693909371783725,-0.45600000000000307,情绪过冷(低仓位)
2016-04-01,19.4,2723,20.768,21.451999999999998,21.566,21.604,20.975083333333334,54.29404054054054,16.628626552600515,70.92266709314106,37.66541398794003,-0.911999999999999,情绪过冷(低仓位)
2016-04-04,19.4,2723,20.311999999999998,21.338,21.509,21.566,20.968666666666667,54.278329581269695,16.64136067968941,70.9196902609591,37.63696890158029,-1.368000000000002,情绪过冷(低仓位)
2016-04-05,19.4,2723,19.856,21.224,21.451999999999998,21.528000000000002,20.962249999999997,54.26263276327632,16.654058808152083,70.9166915714284,37.60857395512424,-1.823999999999998,情绪过冷(低仓位)
2016-04-06,19.4,2723,19.4,21.11,21.395000000000003,21.49,20.95583333333333,54.246950067476384,16.6667210756586,70.91367114313499,37.58022899181778,-2.280000000000001,情绪过冷(低仓位)
2016-04-07,19.4,2723,19.4,20.996000000000002,21.338,21.451999999999998,20.949416666666668,54.23128147482014,16.679347619093633,70.91062909391377,37.55193385572651,-2.280000000000001,情绪过冷(低仓位)
2016-04-08,19.4,2723,19.4,20.881999999999998,21.281,21.414,20.943,54.215626966292135,16.69193857456274,70.90756554085488,37.523688391729394,-2.280000000000001,情绪过冷(低仓位)
2016-04-11,19.4,2723,19.4,20.767999999999997,21.223999999999997,21.375999999999998,20.936583333333335,54.19998652291105,16.704494077398635,70.90448060030968,37.49549244551241,-2.280000000000001,情绪过冷(低仓位)
2016-04-12,19.4,2723,19.4,20.654,21.166999999999998,21.338,20.930166666666665,54.184360125729675,16.717014262167314,70.901374387897,37.46734586356236,-2.280000000000001,情绪过冷(低仓位)
2016-04-13,19.4,2723,19.4,20.54,21.11,21.3,20.92375,54.16874775583483,16.72949926267419,70.89824701850901,37.43924849316064,-2.280000000000001,情绪过冷(低仓位)
2016-04-14,19.4,2723,19.4,20.426,21.053,21.262,20.917333333333332,54.15314939434724,16.74194921197011,70.89509860631735,37.41120018237713,-2.280000000000001,情绪过冷(低仓位)
2016-04-15,19.4,2723,19.4,20.312,20.996000000000002,21.223999999999997,20.910916666666665,54.137565022421526,16.754364242357354,70.89192926477888,37.38320078006417,-2.280000000000001,情绪过冷(低仓位)
2016-04-18,19.4,2723,19.4,20.198,20.939,21.185999999999996,20.904500000000002,54.121994621246074,16.76674448539553,70.88873910664161,37.35525013585054,-2.280000000000001,情绪过冷(低仓位)
2016-04-19,19.4,2723,19.4,20.084,20.881999999999998,21.148000000000003,20.898083333333332,54.106438172043006,16.779090071907454,70.88552824395046,37.32734810013555,-2.280000000000001,情绪过冷(低仓位)
2016-04-20,19.4,2723,19.4,19.97,20.825,21.11,20.891666666666666,54.09089565606807,16.791401131984905,70.88229678805297,37.299494524083165,-2.280000000000001,情绪过冷(低仓位)
2016-04-21,19.4,2723,19.4,19.855999999999998,20.768,21.072,20.88525,54.07536705461056,16.803677794994407,70.87904484960497,37.27168925961615,-2.280000000000001,情绪过冷(低仓位)
2016-04-22,19.4,2723,19.4,19.741999999999997,20.711,21.034,20.878833333333333,54.05985234899329,16.81592018958286,70.87577253857614,37.24393215941043,-2.280000000000001,情绪过冷(低仓位)
2016-04-25,19.4,2723,19.4,19.627999999999997,20.654,20.996,20.872416666666666,54.04435152057245,16.82812844368319,70.87247996425563,37.21622307688926,-2.280000000000001,情绪过冷(低仓位)
2016-04-26,19.4,2723,19.4,19.514,20.597,20.958000000000002,20.866,54.028864550737595,16.8403026845199,70.86916723525749,37.1885618662177,-2.280000000000001,情绪过冷(低仓位)
2016-04-27,19.4,2723,19.4,19.4,20.54,20.919999999999998,20.859583333333333,54.01339142091153,16.852443038614567,70.8658344595261,37.160948382296965,-2.280000000000001,情绪过冷(低仓位)
2016-04-28,19.4,2723,19.4,19.4,20.483,20.882,20.853166666666667,53.997932112550245,16.864549631791288,70.86248174434154,37.133382480758954,-1.823999999999998,情绪过冷(低仓位)
2016-04-29,19.4,2723,19.4,19.4,20.426,20.843999999999998,20.84675,53.98248660714286,16.87662258918209,70.85910919632495,37.10586401796077,-1.368000000000002,情绪过冷(低仓位)
2016-05-02,19.4,2723,19.4,19.4,20.369,20.805999999999997,20.840333333333334,53.967054886211514,16.888662035232255,70.85571692144377,37.078392850979256,-0.911999999999999,情绪过冷(低仓位)
2016-05-03,19.4,2723,19.4,19.4,20.311999999999998,20.768000000000004,20.833916666666664,53.95163693131133,16.900668093705605,70.85230502501693,37.05096883760572,-0.45600000000000307,情绪过冷(低仓位)
2016-05-04,19.4,2723,19.4,19.4,20.255,20.73,20.827499999999997,53.93623272403032,16.912640887689737,70.84887361172005,37.023591836340586,0.0,情绪过冷(低仓位)
2016-05-05,19.4,2723,19.4,19.4,20.198,20.692,20.821083333333334,53.920842245989306,16.924580539601205,70.84542278559051,36.9962617063881,0.0,情绪过冷(低仓位)
2016-05-06,19.4,2723,19.4,19.4,20.141,20.653999999999996,20.814666666666668,53.905465478841876,16.936487171190638,70.84195265003251,36.96897830765124,0.0,情绪过冷(低仓位)
2016-05-09,19.4,2723,19.4,19.4,20.084,20.616,20.808249999999997,53.890102404274266,16.948360903547826,70.8384633078221,36.94174150072644,0.0,情绪过冷(低仓位)
2016-05-10,19.4,2723,19.4,19.4,20.026999999999997,20.578,20.80183333333333,53.874753004005335,16.960201857106732,70.83495486111207,36.9145511468986,0.0,情绪过冷(低仓位)
2016-05-11,19.4,2723,19.4,19.4,19.97,20.54,20.795416666666664,53.859417259786476,16.972010151650487,70.83142741143696,36.88740710813599,0.0,情绪过冷(低仓位)
2016-05-12,19.4,2723,19.4,19.4,19.913,20.502,20.788999999999998,53.84409515340151,16.983785906316292,70.82788105971781,36.86030924708522,0.0,情绪过冷(低仓位)
2016-05-13,19.4,2723,19.4,19.4,19.856,20.464,20.782583333333335,53.828786666666666,16.995529239600323,70.82431590626699,36.83325742706634,0.0,情绪过冷(低仓位)
2016-05-16,19.4,2723,19.4,19.4,19.799,20.426,20.776166666666665,53.81349178143047,17.00724026936254,70.82073205079301,36.80625151206793,0.0,情绪过冷(低仓位)
2016-05-17,19.4,2723,19.4,19.4,19.741999999999997,20.387999999999998,20.76975,53.79821047957371,17.018919112831476,70.8171295924052,36.779291366742235,0.0,情绪过冷(低仓位)
2016-05-18,19.4,2723,19.4,19.4,19.685,20.35,20.763333333333332,53.78294274300932,17.03056588660896,70.81350862961828,36.75237685640036,0.0,情绪过冷(低仓位)
2016-05-19,19.4,2723,19.4,19.4,19.627999999999997,20.312,20.756916666666665,53.76768855368234,17.042180706674838,70.80986926035717,36.725507847007506,0.0,情绪过冷(低仓位)
2016-05-20,19.4,2723,19.4,19.4,19.571,20.273999999999997,20.7505,53.752447893569844,17.053763688391577,70.80621158196142,36.69868420517827,0.0,情绪过冷(低仓位)
2016-05-23,19.4,2723,19.4,19.4,19.514,20.235999999999997,20.744083333333332,53.73722074468085,17.065314946508884,70.80253569118973,36.67190579817196,0.0,情绪过冷(低仓位)
2016-05-24,19.4,2723,19.4,19.4,19.457,20.198,20.737666666666666,53.72200708905627,17.076834595168258,70.79884168422453,36.64517249388801,0.0,情绪过冷(低仓位)
2016-05-25,19.4,2723,19.4,19.4,19.4,20.16,20.73125,53.706806908768826,17.088322747907487,70.79512965667631,36.61848416086134,0.0,情绪过冷(低仓位)
2016-05-26,19.4,2723,19.4,19.4,19.4,20.122,20.724833333333333,53.69162018592297,17.099779517665134,70.7913997035881,36.59184066825784,0.0,情绪过冷(低仓位)
2016-05-27,19.4,2723,19.4,19.4,19.4,20.084,20.718416666666666,53.67644690265487,17.11120501678493,70.7876519194398,36.56524188586994,0.0,情绪过冷(低仓位)
2016-05-30,19.4,2723,19.4,19.4,19.4,20.046,20.711999999999996,53.66128704113224,17.122599357020178,70.78388639815242,36.53868768411206,0.0,情绪过冷(低仓位)
2016-05-31,19.4,2723,19.4,19.4,19.4,20.007999999999996,20.70558333333333,53.64614058355437,17.13396264953808,70.78010323309245,36.51217793401629,0.0,情绪过冷(低仓位)
2016-06-01,19.4,2723,19.4,19.4,19.4,19.969999999999995,20.699166666666667,53.63100751215201,17.145295004924034,70.77630251707605,36.48571250722797,0.0,情绪过冷(低仓位)
2016-06-02,19.4,2723,19.4,19.4,19.4,19.932000000000002,20.69275,53.61588780918728,17.156596533185883,70.77248434237316,36.459291276001395,0.0,情绪过冷(低仓位)
2016-06-03,19.4,2723,19.4,19.4,19.4,19.894,20.686333333333334,53.60078145695364,17.167867343758136,70.76864880071177,36.43291411319551,0.0,情绪过冷(低仓位)
2016-06-06,19.4,2723,19.4,19.4,19.4,19.855999999999998,20.679916666666664,53.585688437775815,17.17910754550614,70.76479598328196,36.40658089226967,0.0,情绪过冷(低仓位)
2016-06-07,19.4,2723,19.4,19.4,19.4,19.817999999999998,20.673499999999997,53.5706087340097,17.190317246730213,70.76092598073991,36.38029148727949,0.0,情绪过冷(低仓位)
2016-06-08,19.4,2723,19.4,19.4,19.4,19.779999999999998,20.66708333333333,53.55554232804233,17.20149655516973,70.75703888321206,36.354045772872595,0.0,情绪过冷(低仓位)
2016-06-09,19.4,2723,19.4,19.4,19.4,19.742,20.660666666666668,53.54048920229176,17.2126455780072,70.75313478029896,36.327843624284554,0.0,情绪过冷(低仓位)
2016-06-10,19.4,2723,19.4,19.4,19.4,19.703999999999997,20.65425,53.52544933920705,17.223764421872264,70.74921376107932,36.30168491733478,0.0,情绪过冷(低仓位)
2016-06-13,19.4,2723,19.4,19.4,19.4,19.666,20.64783333333333,53.510422721268164,17.234853192845677,70.74527591411385,36.27556952842249,0.0,情绪过冷(低仓位)
2016-06-14,19.4,2723,19.4,19.4,19.4,19.627999999999997,20.641416666666665,53.495409330985915,17.245911996463263,70.74132132744919,36.24949733452265,0.0,情绪过冷(低仓位)
2016-06-15,19.4,2723,19.4,19.4,19.4,19.589999999999996,20.634999999999998,53.48040915090189,17.25694093771981,70.7373500886217,36.22346821318208,0.0,情绪过冷(低仓位)
2016-06-16,19.4,2723,19.4,19.4,19.4,19.552000000000003,20.616,53.465422163588386,17.267940121072943,70.73336228466133,36.197482042515446,0.0,情绪过冷(低仓位)
2016-06-17,19.4,2723,19.4,19.4,19.4,19.514,20.596999999999998,53.450448351648355,17.27890965044695,70.7293580020953,36.171538701201406,0.0,情绪过冷(低仓位)
2016-06-20,19.4,2723,19.4,19.4,19.4,19.476,20.577999999999996,53.43548769771529,17.28984962923658,70.72533732695187,36.1456380684787,0.0,情绪过冷(低仓位)
2016-06-21,19.4,2723,19.4,19.4,19.4,19.437999999999995,20.559,53.42054018445322,17.300760160310826,70.72130034476405,36.1197800241424,0.0,情绪过冷(低仓位)
2016-06-22,19.4,2723,19.4,19.4,19.4,19.4,20.54,53.40560579455663,17.311641346016618,70.71724714057325,36.09396444854001,0.0,情绪过冷(低仓位)
2016-06-23,19.4,2723,19.4,19.4,19.4,19.4,20.521,53.390684510750326,17.322493288182535,70.71317779893286,36.06819122256779,0.0,情绪过冷(低仓位)
2016-06-24,19.4,2723,19.4,19.4,19.4,19.4,20.502000000000002,53.37577631578947,17.333316088122466,70.70909240391194,36.04246022766701,0.0,情绪过冷(低仓位)
2016-06-27,19.4,2723,19.4,19.4,19.4,19.4,20.482999999999997,53.360881192459445,17.344109846639224,70.70499103909867,36.01677134582022,0.0,情绪过冷(低仓位)
2016-06-28,19.4,2723,19.4,19.4,19.4,19.4,20.464,53.34599912357581,17.354874664028138,70.70087378760394,35.99112445954767,0.0,情绪过冷(低仓位)
