报告日,利率,涨跌
2013-08-12,3.648,0.8
2013-08-13,3.702,5.4
2013-08-14,3.855,15.3
2013-08-15,3.994,13.9
2013-08-16,3.772,-22.2
2013-08-19,4.092,32.0
2013-08-20,4.428,33.6
2013-08-21,4.219,-20.9
2013-08-22,4.115,-10.4
2013-08-23,4.149,3.4
2013-08-26,4.023,-12.6
2013-08-27,4.209,18.6
2013-08-28,4.259,5.0
2013-08-29,4.318,5.9
2013-08-30,3.7355,-58.25
2013-09-02,3.742,0.65
2013-09-03,3.75,0.8
2013-09-04,3.498,-25.2
2013-09-05,3.456,-4.2
2013-09-06,3.469,1.3
2013-09-09,3.554,8.5
2013-09-10,3.625,7.1
2013-09-11,3.482,-14.3
2013-09-12,3.494,1.2
2013-09-13,3.57,7.6
2013-09-16,3.469,-10.1
2013-09-17,3.583,11.4
2013-09-18,3.749,16.6
2013-09-22,3.991,24.2
2013-09-23,4.232,24.1
2013-09-24,4.44,20.8
2013-09-25,3.916,-52.4
2013-09-26,4.055,13.9
2013-09-27,3.646,-40.9
2013-09-29,3.749,10.3
2013-09-30,4.203,45.4
2013-10-08,4.393,19.0
2013-10-09,4.502,10.9
2013-10-10,4.48,-2.2
2013-10-11,4.26,-22.0
2013-10-12,4.246,-1.4
2013-10-14,3.855,-39.1
2013-10-15,3.845,-1.0
2013-10-16,3.314,-53.1
2013-10-17,3.35,3.6
2013-10-18,3.485,13.5
2013-10-21,3.548,6.3
2013-10-22,3.558,1.0
2013-10-23,3.992,43.4
2013-10-24,4.68,68.8
2013-10-25,4.891,21.1
2013-10-28,4.894,0.3
2013-10-29,4.947,5.3
2013-10-30,5.593,64.6
2013-10-31,4.993,-60.0
2013-11-01,4.61,-38.3
2013-11-04,4.423,-18.7
2013-11-05,4.232,-19.1
2013-11-06,3.866,-36.6
2013-11-07,3.891,2.5
2013-11-08,3.939,4.8
2013-11-11,3.78,-15.9
2013-11-12,3.545,-23.5
2013-11-13,3.635,9.0
2013-11-14,4.193,55.8
2013-11-15,5.311,111.8
2013-11-18,5.357,4.6
2013-11-19,4.83,-52.7
2013-11-20,4.751,-7.9
2013-11-21,4.708,-4.3
2013-11-22,4.763,5.5
2013-11-25,4.74,-2.3
2013-11-26,4.6775,-6.25
2013-11-27,4.663,-1.45
2013-11-28,4.823,16.0
2013-11-29,4.666,-15.7
2013-12-02,4.571,-9.5
2013-12-03,4.6,2.9
2013-12-04,4.577,-2.3
2013-12-05,4.558,-1.9
2013-12-06,4.55,-0.8
2013-12-09,4.485,-6.5
2013-12-10,4.444,-4.1
2013-12-11,4.329,-11.5
2013-12-12,4.305,-2.4
2013-12-13,4.3,-0.5
2013-12-16,4.358,5.8
2013-12-17,4.459,10.1
2013-12-18,5.902,144.3
2013-12-19,6.472,57.0
2013-12-20,7.654,118.2
2013-12-23,8.843,118.9
2013-12-24,6.197,-264.6
2013-12-25,5.616,-58.1
2013-12-26,5.329,-28.7
2013-12-27,5.067,-26.2
2013-12-30,4.841,-22.6
2013-12-31,5.25,40.9
2014-01-02,4.981,-26.9
2014-01-03,4.711,-27.0
2014-01-06,4.633,-7.8
2014-01-07,4.259,-37.4
2014-01-08,4.126,-13.3
2014-01-09,4.02,-10.6
2014-01-10,4.041,2.1
2014-01-13,4.013,-2.8
2014-01-14,4.0036,-0.94
2014-01-15,3.965,-3.86
2014-01-16,4.256,29.1
2014-01-17,4.776,52.0
2014-01-20,6.329,155.3
2014-01-21,5.535,-79.4
2014-01-22,5.224,-31.1
2014-01-23,5.293,6.9
2014-01-24,4.449,-84.4
2014-01-26,4.717,26.8
2014-01-27,4.689,-2.8
2014-01-28,4.9657,27.67
2014-01-29,5.108,14.23
2014-01-30,4.983,-12.5
2014-02-07,5.409,42.6
2014-02-08,5.25,-15.9
2014-02-10,5.299,4.9
2014-02-11,5.201,-9.8
2014-02-12,5.178,-2.3
2014-02-13,5.021,-15.7
2014-02-14,4.436,-58.5
2014-02-17,3.879,-55.7
2014-02-18,3.743,-13.6
2014-02-19,3.762,1.9
2014-02-20,3.703,-5.9
2014-02-21,3.595,-10.8
2014-02-24,3.339,-25.6
2014-02-25,3.278,-6.1
2014-02-26,3.072,-20.6
2014-02-27,3.43,35.8
2014-02-28,3.529,9.9
2014-03-03,2.821,-70.8
2014-03-04,3.5135,69.25
2014-03-05,3.798,28.45
2014-03-06,2.486,-131.2
2014-03-07,2.403,-8.3
2014-03-10,2.358,-4.5
2014-03-11,2.258,-10.0
2014-03-12,2.211,-4.7
2014-03-13,2.5,28.9
2014-03-14,2.527,2.7
2014-03-17,2.671,14.4
2014-03-18,2.88,20.9
2014-03-19,3.422,54.2
2014-03-20,3.474,5.2
2014-03-21,3.6,12.6
2014-03-24,3.578,-2.2
2014-03-25,3.6295,5.15
2014-03-26,3.868,23.85
2014-03-27,4.812,94.4
2014-03-28,4.168,-64.4
2014-03-31,4.184,1.6
2014-04-01,4.205,2.1
2014-04-02,4.225,2.0
2014-04-03,4.103,-12.2
2014-04-04,2.997,-110.6
2014-04-08,3.591,59.4
2014-04-09,3.67,7.9
2014-04-10,3.708,3.8
2014-04-11,3.701,-0.7
2014-04-14,3.57,-13.1
2014-04-15,3.444,-12.6
2014-04-16,2.726,-71.8
2014-04-17,2.721,-0.5
2014-04-18,2.761,4.0
2014-04-21,2.713,-4.8
2014-04-22,3.029,31.6
2014-04-23,3.08,5.1
2014-04-24,3.521,44.1
2014-04-25,3.503,-1.8
2014-04-28,4.025,52.2
2014-04-29,4.0738,4.88
2014-04-30,4.134,6.02
2014-05-04,3.683,-45.1
2014-05-05,3.14,-54.3
2014-05-06,3.092,-4.8
2014-05-07,3.1125,2.05
2014-05-08,3.204,9.15
2014-05-09,3.194,-1.0
2014-05-12,3.18,-1.4
2014-05-13,3.181,0.1
2014-05-14,3.236,5.5
2014-05-15,3.1355,-10.05
2014-05-16,3.129,-0.65
2014-05-19,3.1,-2.9
2014-05-20,3.361,26.1
2014-05-21,3.353,-0.8
2014-05-22,3.419,6.6
2014-05-23,3.405,-1.4
2014-05-26,3.195,-21.0
2014-05-27,3.247,5.2
2014-05-28,3.2,-4.7
2014-05-29,3.215,1.5
2014-05-30,3.23,1.5
2014-06-03,3.18,-5.0
2014-06-04,3.152,-2.8
2014-06-05,3.07,-8.2
2014-06-06,3.15,8.0
2014-06-09,3.13,-2.0
2014-06-10,3.13,0.0
2014-06-11,3.15,2.0
2014-06-12,3.154,0.4
2014-06-13,3.04,-11.4
2014-06-16,3.006,-3.4
2014-06-17,3.031,2.5
2014-06-18,3.074,4.3
2014-06-19,3.093,1.9
2014-06-20,3.402,30.9
2014-06-23,3.448,4.6
2014-06-24,3.483,3.5
2014-06-25,3.464,-1.9
2014-06-26,3.552,8.8
2014-06-27,3.781,22.9
2014-06-30,3.867,8.6
2014-07-01,4.421,55.4
2014-07-02,3.927,-49.4
2014-07-03,3.393,-53.4
2014-07-04,3.42,2.7
2014-07-07,3.421,0.1
2014-07-08,3.52,9.9
2014-07-09,3.736,21.6
2014-07-10,3.711,-2.5
2014-07-11,3.723,1.2
2014-07-14,3.7035,-1.95
2014-07-15,3.646,-5.75
2014-07-16,3.65,0.4
2014-07-17,3.641,-0.9
2014-07-18,3.651,1.0
2014-07-21,3.694,4.3
2014-07-22,3.848,15.4
2014-07-23,4.202,35.4
2014-07-24,4.101,-10.1
2014-07-25,4.081,-2.0
2014-07-28,4.013,-6.8
2014-07-29,3.907,-10.6
2014-07-30,3.914,0.7
2014-07-31,3.98,6.6
2014-08-01,3.907,-7.3
2014-08-04,3.842,-6.5
2014-08-05,3.738,-10.4
2014-08-06,3.559,-17.9
2014-08-07,3.511,-4.8
2014-08-08,3.457,-5.4
2014-08-11,3.42,-3.7
2014-08-12,3.39,-3.0
2014-08-13,3.36,-3.0
2014-08-14,3.353,-0.7
2014-08-15,3.346,-0.7
2014-08-18,3.276,-7.0
2014-08-19,3.237,-3.9
2014-08-20,3.246,0.9
2014-08-21,3.312,6.6
2014-08-22,3.369,5.7
2014-08-25,3.363,-0.6
2014-08-26,3.318,-4.5
2014-08-27,3.349,3.1
2014-08-28,3.538,18.9
2014-08-29,3.672,13.4
2014-09-01,3.584,-8.8
2014-09-02,3.51,-7.4
2014-09-03,3.391,-11.9
2014-09-04,3.275,-11.6
2014-09-05,3.188,-8.7
2014-09-09,3.152,-3.6
2014-09-10,3.161,0.9
2014-09-11,3.203,4.2
2014-09-12,3.235,3.2
2014-09-15,3.244,0.9
2014-09-16,3.25,0.6
2014-09-17,3.287,3.7
2014-09-18,3.3,1.3
2014-09-19,3.3,0.0
2014-09-22,3.198,-10.2
2014-09-23,3.111,-8.7
2014-09-24,3.142,3.1
2014-09-25,3.255,11.3
2014-09-26,3.301,4.6
2014-09-28,3.073,-22.8
2014-09-29,2.905,-16.8
2014-09-30,2.874,-3.1
2014-10-08,2.903,2.9
2014-10-09,2.986,8.3
2014-10-10,2.99,0.4
2014-10-11,2.999,0.9
2014-10-13,3.004,0.5
2014-10-14,3.005,0.1
2014-10-15,2.98,-2.5
2014-10-16,2.969,-1.1
2014-10-17,2.95,-1.9
2014-10-20,2.936,-1.4
2014-10-21,2.921,-1.5
2014-10-22,2.932,1.1
2014-10-23,2.945,1.3
2014-10-24,3.025,8.0
2014-10-27,3.0522,2.72
2014-10-28,3.059,0.68
2014-10-29,3.14,8.1
2014-10-30,3.1915,5.15
2014-10-31,3.2,0.85
2014-11-03,3.186,-1.4
2014-11-04,3.198,1.2
2014-11-05,3.171,-2.7
2014-11-06,3.118,-5.3
2014-11-07,3.101,-1.7
2014-11-10,3.099,-0.2
2014-11-11,3.074,-2.5
2014-11-12,3.0693,-0.47
2014-11-13,3.073,0.37
2014-11-14,3.078,0.5
2014-11-17,3.079,0.1
2014-11-18,3.07,-0.9
2014-11-19,3.074,0.4
2014-11-20,3.117,4.3
2014-11-21,3.218,10.1
2014-11-24,3.223,0.5
2014-11-25,3.276,5.3
2014-11-26,3.274,-0.2
2014-11-27,3.29,1.6
2014-11-28,3.322,3.2
2014-12-01,3.354,3.2
2014-12-02,3.389,3.5
2014-12-03,3.413,2.4
2014-12-04,3.402,-1.1
2014-12-05,3.39,-1.2
2014-12-08,3.42,3.0
2014-12-09,3.43,1.0
2014-12-10,3.456,2.6
2014-12-11,3.506,5.0
2014-12-12,3.587,8.1
2014-12-15,3.605,1.8
2014-12-16,3.636,3.1
2014-12-17,3.692,5.6
2014-12-18,4.025,33.3
2014-12-19,5.367,134.2
2014-12-22,5.782,41.5
2014-12-23,5.653,-12.9
2014-12-24,5.185,-46.8
2014-12-25,5.005,-18.0
2014-12-26,4.815,-19.0
2014-12-29,4.714,-10.1
2014-12-30,4.639,-7.5
2014-12-31,4.639,0.0
2015-01-04,4.883,24.4
2015-01-05,4.725,-15.8
2015-01-06,4.241,-48.4
2015-01-07,3.873,-36.8
2015-01-08,3.745,-12.8
2015-01-09,3.738,-0.7
2015-01-12,3.762,2.4
2015-01-13,3.73,-3.2
2015-01-14,3.837,10.7
2015-01-15,3.843,0.6
2015-01-16,3.848,0.5
2015-01-19,3.831,-1.7
2015-01-20,3.782,-4.9
2015-01-21,3.823,4.1
2015-01-22,3.875,5.2
2015-01-23,4.028,15.3
2015-01-26,3.92,-10.8
2015-01-27,3.89,-3.0
2015-01-28,3.898,0.8
2015-01-29,3.929,3.1
2015-01-30,4.026,9.7
2015-02-02,4.257,23.1
2015-02-03,4.3933,13.63
2015-02-04,4.427,3.37
2015-02-05,4.412,-1.5
2015-02-06,4.359,-5.3
2015-02-09,4.335,-2.4
2015-02-10,4.321,-1.4
2015-02-11,4.42,9.9
2015-02-12,4.602,18.2
2015-02-13,4.663,6.1
2015-02-15,4.72,5.7
2015-02-16,4.7,-2.0
2015-02-17,4.749,4.9
2015-02-25,4.768,1.9
2015-02-26,4.717,-5.1
2015-02-27,4.715,-0.2
2015-02-28,4.772,5.7
2015-03-02,4.748,-2.4
2015-03-03,4.747,-0.1
2015-03-04,4.717,-3.0
2015-03-05,4.729,1.2
2015-03-06,4.739,1.0
2015-03-09,4.773,3.4
2015-03-10,4.763,-1.0
2015-03-11,4.773,1.0
2015-03-12,4.7511,-2.19
2015-03-13,4.738,-1.31
2015-03-16,4.708,-3.0
2015-03-17,4.62,-8.8
2015-03-18,4.602,-1.8
2015-03-19,4.496,-10.6
2015-03-20,4.331,-16.5
2015-03-23,4.143,-18.8
2015-03-24,4.033,-11.0
2015-03-25,3.955,-7.8
2015-03-26,3.897,-5.8
2015-03-27,3.893,-0.4
2015-03-30,3.919,2.6
2015-03-31,3.886,-3.3
2015-04-01,3.754,-13.2
2015-04-02,3.635,-11.9
2015-04-03,3.506,-12.9
2015-04-07,3.319,-18.7
2015-04-08,3.163,-15.6
2015-04-09,3.073,-9.0
2015-04-10,2.97,-10.3
2015-04-13,2.949,-2.1
2015-04-14,2.92,-2.9
2015-04-15,2.88,-4.0
2015-04-16,2.884,0.4
2015-04-17,2.873,-1.1
2015-04-20,2.732,-14.1
2015-04-21,2.62,-11.2
2015-04-22,2.567,-5.3
2015-04-23,2.527,-4.0
2015-04-24,2.488,-3.9
2015-04-27,2.451,-3.7
2015-04-28,2.438,-1.3
2015-04-29,2.439,0.1
2015-04-30,2.43,-0.9
2015-05-04,2.39,-4.0
2015-05-05,2.368,-2.2
2015-05-06,2.369,0.1
2015-05-07,2.355,-1.4
2015-05-08,2.334,-2.1
2015-05-11,2.245,-8.9
2015-05-12,2.197,-4.8
2015-05-13,2.149,-4.8
2015-05-14,2.056,-9.3
2015-05-15,1.962,-9.4
2015-05-18,1.92,-4.2
2015-05-19,1.925,0.5
2015-05-20,1.932,0.7
2015-05-21,1.944,1.2
2015-05-22,1.966,2.2
2015-05-25,1.968,0.2
2015-05-26,1.9688,0.08
2015-05-27,1.967,-0.18
2015-05-28,1.952,-1.5
2015-05-29,1.972,2.0
2015-06-01,1.963,-0.9
2015-06-02,1.977,1.4
2015-06-03,2.057,8.0
2015-06-04,2.122,6.5
2015-06-05,2.07,-5.2
2015-06-08,2.043,-2.7
2015-06-09,2.049,0.6
2015-06-10,2.052,0.3
2015-06-11,2.063,1.1
2015-06-12,2.085,2.2
2015-06-15,2.11,2.5
2015-06-16,2.143,3.3
2015-06-17,2.238,9.5
2015-06-18,2.478,24.0
2015-06-19,2.674,19.6
2015-06-23,2.675,0.1
2015-06-24,2.808,13.3
2015-06-25,2.884,7.6
2015-06-26,2.921,3.7
2015-06-29,2.84,-8.1
2015-06-30,2.652,-18.8
2015-07-01,2.602,-5.0
2015-07-02,2.712,11.0
2015-07-03,2.802,9.0
2015-07-06,2.661,-14.1
2015-07-07,2.61,-5.1
2015-07-08,2.589,-2.1
2015-07-09,2.578,-1.1
2015-07-10,2.575,-0.3
2015-07-13,2.553,-2.2
2015-07-14,2.556,0.3
2015-07-15,2.55,-0.6
2015-07-16,2.481,-6.9
2015-07-17,2.464,-1.7
2015-07-20,2.449,-1.5
2015-07-21,2.458,0.9
2015-07-22,2.478,2.0
2015-07-23,2.54,6.2
2015-07-24,2.559,1.9
2015-07-27,2.559,0.0
2015-07-28,2.552,-0.7
2015-07-29,2.514,-3.8
2015-07-30,2.502,-1.2
2015-07-31,2.509,0.7
2015-08-03,2.495,-1.4
2015-08-04,2.483,-1.2
2015-08-05,2.471,-1.2
2015-08-06,2.449,-2.2
2015-08-07,2.453,0.4
2015-08-10,2.455,0.2
2015-08-11,2.463,0.8
2015-08-12,2.472,0.9
2015-08-13,2.481,0.9
2015-08-14,2.495,1.4
2015-08-17,2.517,2.2
2015-08-18,2.531,1.4
2015-08-19,2.546,1.5
2015-08-20,2.586,4.0
2015-08-21,2.599,1.3
2015-08-24,2.597,-0.2
2015-08-25,2.593,-0.4
2015-08-26,2.429,-16.4
2015-08-27,2.398,-3.1
2015-08-28,2.392,-0.6
2015-08-31,2.398,0.6
2015-09-01,2.41,1.2
2015-09-02,2.421,1.1
2015-09-06,2.41,-1.1
2015-09-07,2.41,0.0
2015-09-08,2.402,-0.8
2015-09-09,2.398,-0.4
2015-09-10,2.4,0.2
2015-09-11,2.403,0.3
2015-09-14,2.394,-0.9
2015-09-15,2.392,-0.2
2015-09-16,2.391,-0.1
2015-09-17,2.391,0.0
2015-09-18,2.39,-0.1
2015-09-21,2.391,0.1
2015-09-22,2.397,0.6
2015-09-23,2.401,0.4
2015-09-24,2.48,7.9
2015-09-25,2.447,-3.3
2015-09-28,2.431,-1.6
2015-09-29,2.419,-1.2
2015-09-30,2.408,-1.1
2015-10-08,2.4,-0.8
2015-10-09,2.4,0.0
2015-10-10,2.401,0.1
2015-10-12,2.397,-0.4
2015-10-13,2.397,0.0
2015-10-14,2.397,0.0
2015-10-15,2.397,0.0
2015-10-16,2.394,-0.3
2015-10-19,2.395,0.1
2015-10-20,2.394,-0.1
2015-10-21,2.394,0.0
2015-10-22,2.396,0.2
2015-10-23,2.401,0.5
2015-10-26,2.338,-6.3
2015-10-27,2.297,-4.1
2015-10-28,2.292,-0.5
2015-10-29,2.291,-0.1
2015-10-30,2.291,0.0
2015-11-02,2.291,0.0
2015-11-03,2.29,-0.1
2015-11-04,2.293,0.3
2015-11-05,2.288,-0.5
2015-11-06,2.285,-0.3
2015-11-09,2.285,0.0
2015-11-10,2.28,-0.5
2015-11-11,2.279,-0.1
2015-11-12,2.279,0.0
2015-11-13,2.278,-0.1
2015-11-16,2.279,0.1
2015-11-17,2.278,-0.1
2015-11-18,2.279,0.1
2015-11-19,2.28,0.1
2015-11-20,2.282,0.2
2015-11-23,2.283,0.1
2015-11-24,2.285,0.2
2015-11-25,2.286,0.1
2015-11-26,2.289,0.3
2015-11-27,2.293,0.4
2015-11-30,2.299,0.6
2015-12-01,2.294,-0.5
2015-12-02,2.293,-0.1
2015-12-03,2.292,-0.1
2015-12-04,2.293,0.1
2015-12-07,2.291,-0.2
2015-12-08,2.292,0.1
2015-12-09,2.294,0.2
2015-12-10,2.297,0.3
2015-12-11,2.302,0.5
2015-12-14,2.303,0.1
2015-12-15,2.299,-0.4
2015-12-16,2.301,0.2
2015-12-17,2.299,-0.2
2015-12-18,2.318,1.9
2015-12-21,2.334,1.6
2015-12-22,2.342,0.8
2015-12-23,2.348,0.6
2015-12-24,2.348,0.0
2015-12-25,2.355,0.7
2015-12-28,2.354,-0.1
2015-12-29,2.352,-0.2
2015-12-30,2.352,0.0
2015-12-31,2.355,0.3
2016-01-04,2.335,-2.0
2016-01-05,2.33,-0.5
2016-01-06,2.322,-0.8
2016-01-07,2.313,-0.9
2016-01-08,2.308,-0.5
2016-01-11,2.303,-0.5
2016-01-12,2.3,-0.3
2016-01-13,2.3,0.0
2016-01-14,2.3,0.0
2016-01-15,2.303,0.3
2016-01-18,2.308,0.5
2016-01-19,2.316,0.8
2016-01-20,2.341,2.5
2016-01-21,2.405,6.4
2016-01-22,2.4,-0.5
2016-01-25,2.376,-2.4
2016-01-26,2.363,-1.3
2016-01-27,2.359,-0.4
2016-01-28,2.362,0.3
2016-01-29,2.33,-3.2
2016-02-01,2.444,11.4
2016-02-02,2.455,1.1
2016-02-03,2.453,-0.2
2016-02-04,2.455,0.2
2016-02-05,2.448,-0.7
2016-02-06,2.353,-9.5
2016-02-14,2.313,-4.0
2016-02-15,2.3,-1.3
2016-02-16,2.297,-0.3
2016-02-17,2.297,0.0
2016-02-18,2.285,-1.2
2016-02-19,2.286,0.1
2016-02-22,2.286,0.0
2016-02-23,2.283,-0.3
2016-02-24,2.295,1.2
2016-02-25,2.321,2.6
2016-02-26,2.345,2.4
2016-02-29,2.335,-1.0
2016-03-01,2.308,-2.7
2016-03-02,2.3,-0.8
2016-03-03,2.297,-0.3
2016-03-04,2.295,-0.2
2016-03-07,2.294,-0.1
2016-03-08,2.293,-0.1
2016-03-09,2.292,-0.1
2016-03-10,2.28,-1.2
2016-03-11,2.282,0.2
2016-03-14,2.281,-0.1
2016-03-15,2.281,0.0
2016-03-16,2.282,0.1
2016-03-17,2.288,0.6
2016-03-18,2.295,0.7
2016-03-21,2.302,0.7
2016-03-22,2.305,0.3
2016-03-23,2.301,-0.4
2016-03-24,2.297,-0.4
2016-03-25,2.3,0.3
2016-03-28,2.301,0.1
2016-03-29,2.303,0.2
2016-03-30,2.312,0.9
2016-03-31,2.325,1.3
2016-04-01,2.32,-0.5
2016-04-05,2.302,-1.8
2016-04-06,2.294,-0.8
2016-04-07,2.289,-0.5
2016-04-08,2.287,-0.2
2016-04-11,2.291,0.4
2016-04-12,2.295,0.4
2016-04-13,2.302,0.7
2016-04-14,2.304,0.2
2016-04-15,2.301,-0.3
2016-04-18,2.302,0.1
2016-04-19,2.305,0.3
2016-04-20,2.322,1.7
2016-04-21,2.332,1.0
2016-04-22,2.334,0.2
2016-04-25,2.342,0.8
2016-04-26,2.341,-0.1
2016-04-27,2.346,0.5
2016-04-28,2.368,2.2
2016-04-29,2.386,1.8
2016-05-03,2.34,-4.6
2016-05-04,2.328,-1.2
2016-05-05,2.329,0.1
2016-05-06,2.326,-0.3
2016-05-09,2.323,-0.3
2016-05-10,2.323,0.0
2016-05-11,2.324,0.1
2016-05-12,2.325,0.1
2016-05-13,2.324,-0.1
2016-05-16,2.327,0.3
2016-05-17,2.331,0.4
2016-05-18,2.332,0.1
2016-05-19,2.331,-0.1
2016-05-20,2.331,0.0
2016-05-23,2.33,-0.1
2016-05-24,2.33,0.0
2016-05-25,2.331,0.1
2016-05-26,2.332,0.1
2016-05-27,2.333,0.1
2016-05-30,2.334,0.1
2016-05-31,2.338,0.4
2016-06-01,2.337,-0.1
2016-06-02,2.342,0.5
2016-06-03,2.338,-0.4
2016-06-06,2.337,-0.1
2016-06-07,2.34,0.3
2016-06-08,2.341,0.1
2016-06-12,2.343,0.2
2016-06-13,2.342,-0.1
2016-06-14,2.341,-0.1
2016-06-15,2.341,0.0
2016-06-16,2.343,0.2
2016-06-17,2.346,0.3
2016-06-20,2.351,0.5
2016-06-21,2.354,0.3
2016-06-22,2.355,0.1
2016-06-23,2.358,0.3
2016-06-24,2.371,1.3
2016-06-27,2.375,0.4
2016-06-28,2.381,0.6
2016-06-29,2.386,0.5
2016-06-30,2.385,-0.1
2016-07-01,2.365,-2.0
2016-07-04,2.355,-1.0
2016-07-05,2.344,-1.1
2016-07-06,2.337,-0.7
2016-07-07,2.33,-0.7
2016-07-08,2.327,-0.3
2016-07-11,2.323,-0.4
2016-07-12,2.319,-0.4
2016-07-13,2.313,-0.6
2016-07-14,2.31,-0.3
2016-07-15,2.308,-0.2
2016-07-18,2.307,-0.1
2016-07-19,2.308,0.1
2016-07-20,2.308,0.0
2016-07-21,2.311,0.3
2016-07-22,2.321,1.0
2016-07-25,2.332,1.1
2016-07-26,2.348,1.6
2016-07-27,2.36,1.2
2016-07-28,2.359,-0.1
2016-07-29,2.348,-1.1
2016-08-01,2.343,-0.5
2016-08-02,2.338,-0.5
2016-08-03,2.332,-0.6
2016-08-04,2.324,-0.8
2016-08-05,2.317,-0.7
2016-08-08,2.316,-0.1
2016-08-09,2.317,0.1
2016-08-10,2.325,0.8
2016-08-11,2.332,0.7
2016-08-12,2.336,0.4
2016-08-15,2.3411,0.51
2016-08-16,2.343,0.19
2016-08-17,2.345,0.2
2016-08-18,2.347,0.2
2016-08-19,2.347,0.0
2016-08-22,2.3467,-0.03
2016-08-23,2.352,0.53
2016-08-24,2.362,1.0
2016-08-25,2.364,0.2
2016-08-26,2.362,-0.2
2016-08-29,2.364,0.2
2016-08-30,2.366,0.2
2016-08-31,2.369,0.3
2016-09-01,2.368,-0.1
2016-09-02,2.369,0.1
2016-09-05,2.369,0.0
2016-09-06,2.368,-0.1
2016-09-07,2.368,0.0
2016-09-08,2.37,0.2
2016-09-09,2.3765,0.65
2016-09-12,2.378,0.15
2016-09-13,2.3855,0.75
2016-09-14,2.392,0.65
2016-09-18,2.394,0.2
2016-09-19,2.397,0.3
2016-09-20,2.4,0.3
2016-09-21,2.405,0.5
2016-09-22,2.408,0.3
2016-09-23,2.406,-0.2
2016-09-26,2.439,3.3
2016-09-27,2.459,2.0
2016-09-28,2.476,1.7
2016-09-29,2.487,1.1
2016-09-30,2.477,-1.0
2016-10-08,2.442,-3.5
2016-10-09,2.425,-1.7
2016-10-10,2.41,-1.5
2016-10-11,2.394,-1.6
2016-10-12,2.383,-1.1
2016-10-13,2.378,-0.5
2016-10-14,2.374,-0.4
2016-10-17,2.375,0.1
2016-10-18,2.381,0.6
2016-10-19,2.39,0.9
2016-10-20,2.397,0.7
2016-10-21,2.401,0.4
2016-10-24,2.404,0.3
2016-10-25,2.404,0.0
2016-10-26,2.409,0.5
2016-10-27,2.411,0.2
2016-10-28,2.415,0.4
2016-10-31,2.418,0.3
2016-11-01,2.416,-0.2
2016-11-02,2.414,-0.2
2016-11-03,2.408,-0.6
2016-11-04,2.405,-0.3
2016-11-07,2.399,-0.6
2016-11-08,2.392,-0.7
2016-11-09,2.389,-0.3
2016-11-10,2.393,0.4
2016-11-11,2.402,0.9
2016-11-14,2.407,0.5
2016-11-15,2.415,0.8
2016-11-16,2.428,1.3
2016-11-17,2.436,0.8
2016-11-18,2.444,0.8
2016-11-21,2.448,0.4
2016-11-22,2.45,0.2
2016-11-23,2.451,0.1
2016-11-24,2.452,0.1
2016-11-25,2.458,0.6
2016-11-28,2.466,0.8
2016-11-29,2.481,1.5
2016-11-30,2.496,1.5
2016-12-01,2.502,0.6
2016-12-02,2.501,-0.1
2016-12-05,2.497,-0.4
2016-12-06,2.493,-0.4
2016-12-07,2.491,-0.2
2016-12-08,2.4908,-0.02
2016-12-09,2.4928,0.2
2016-12-12,2.494,0.12
2016-12-13,2.496,0.2
2016-12-14,2.499,0.3
2016-12-15,2.505,0.6
2016-12-16,2.519,1.4
2016-12-19,2.525,0.6
2016-12-20,2.5375,1.25
2016-12-21,2.544,0.65
2016-12-22,2.544,0.0
2016-12-23,2.543,-0.1
2016-12-26,2.545,0.2
2016-12-27,2.547,0.2
2016-12-28,2.545,-0.2
2016-12-29,2.544,-0.1
2016-12-30,2.543,-0.1
2017-01-03,2.589,4.6
2017-01-04,2.545,-4.4
2017-01-05,2.474,-7.1
2017-01-06,2.441,-3.3
2017-01-09,2.41,-3.1
2017-01-10,2.399,-1.1
2017-01-11,2.39,-0.9
2017-01-12,2.394,0.4
2017-01-13,2.398,0.4
2017-01-16,2.4239,2.59
2017-01-17,2.4666,4.27
2017-01-18,2.5042,3.76
2017-01-19,2.538,3.38
2017-01-20,2.593,5.5
2017-01-22,2.607,1.4
2017-01-23,2.637,3.0
2017-01-24,2.662,2.5
2017-01-25,2.684,2.2
2017-01-26,2.691,0.7
2017-02-03,2.652,-3.9
2017-02-04,2.648,-0.4
2017-02-06,2.628,-2.0
2017-02-07,2.6283,0.03
2017-02-08,2.633,0.47
2017-02-09,2.634,0.1
2017-02-10,2.6233,-1.07
2017-02-13,2.623,-0.03
2017-02-14,2.6208,-0.22
2017-02-15,2.627,0.62
2017-02-16,2.6435,1.65
2017-02-17,2.664,2.05
2017-02-20,2.675,1.1
2017-02-21,2.691,1.6
2017-02-22,2.706,1.5
2017-02-23,2.716,1.0
2017-02-24,2.725,0.9
2017-02-27,2.711,-1.4
2017-02-28,2.728,1.7
2017-03-01,2.729,0.1
2017-03-02,2.732,0.3
2017-03-03,2.659,-7.3
2017-03-06,2.646,-1.3
2017-03-07,2.644,-0.2
2017-03-08,2.655,1.1
2017-03-09,2.659,0.4
2017-03-10,2.655,-0.4
2017-03-13,2.649,-0.6
2017-03-14,2.652,0.3
2017-03-15,2.656,0.4
2017-03-16,2.6938,3.78
2017-03-17,2.725,3.12
2017-03-20,2.7471,2.21
2017-03-21,2.768,2.09
2017-03-22,2.791,2.3
2017-03-23,2.807,1.6
